variable,value
SCEN62.y_1_1_3,1.0
SCEN62.y_2_1_3,-0.0
SCEN62.z_1_3,0.0
SCEN62.y_1_2_3,1.0
SCEN62.y_2_2_3,0.0
SCEN62.z_2_3,0.0
SCEN62.y_1_3_3,-0.0
SCEN62.y_2_3_3,1.0
SCEN62.z_3_3,0.0
SCEN63.x_1_1,0.9985949999999999
SCEN63.u_1_1,1.0
SCEN63.x_2_1,1.0
SCEN63.u_2_1,1.0
SCEN63.x_1_2,1.0
SCEN63.u_1_2,1.0
SCEN63.x_2_2,0.49557000000000007
SCEN63.u_2_2,1.0
SCEN63.x_1_3,0.8430249999999999
SCEN63.u_1_3,1.0
SCEN63.x_2_3,0.0
SCEN63.u_2_3,0.0
SCEN63.y_1_1_1,0.0
SCEN63.y_2_1_1,0.0
SCEN63.z_1_1,1.0
SCEN63.y_1_2_1,-0.0
SCEN63.y_2_2_1,1.0
SCEN63.z_2_1,0.0
SCEN63.y_1_3_1,1.0
SCEN63.y_2_3_1,0.0
SCEN63.z_3_1,0.0
SCEN63.y_1_1_2,-0.0
SCEN63.y_2_1_2,1.0
SCEN63.z_1_2,0.0
SCEN63.y_1_2_2,-0.0
SCEN63.y_2_2_2,1.0
SCEN63.z_2_2,0.0
SCEN63.y_1_3_2,1.0
SCEN63.y_2_3_2,-0.0
SCEN63.z_3_2,0.0
SCEN63.y_1_1_3,1.0
SCEN63.y_2_1_3,-0.0
SCEN63.z_1_3,0.0
SCEN63.y_1_2_3,1.0
SCEN63.y_2_2_3,0.0
SCEN63.z_2_3,0.0
SCEN63.y_1_3_3,-0.0
SCEN63.y_2_3_3,1.0
SCEN63.z_3_3,0.0
SCEN64.x_1_1,0.9985949999999999
SCEN64.u_1_1,1.0
SCEN64.x_2_1,1.0
SCEN64.u_2_1,1.0
SCEN64.x_1_2,1.0
SCEN64.u_1_2,1.0
SCEN64.x_2_2,0.49557000000000007
SCEN64.u_2_2,1.0
SCEN64.x_1_3,0.8430249999999999
SCEN64.u_1_3,1.0
SCEN64.x_2_3,0.0
SCEN64.u_2_3,0.0
SCEN64.y_1_1_1,0.0
SCEN64.y_2_1_1,0.0
SCEN64.z_1_1,1.0
SCEN64.y_1_2_1,-0.0
SCEN64.y_2_2_1,1.0
SCEN64.z_2_1,0.0
SCEN64.y_1_3_1,0.0
SCEN64.y_2_3_1,0.0
SCEN64.z_3_1,1.0
SCEN64.y_1_1_2,0.0
SCEN64.y_2_1_2,-0.0
SCEN64.z_1_2,1.0
SCEN64.y_1_2_2,0.0
SCEN64.y_2_2_2,1.0
SCEN64.z_2_2,0.0
SCEN64.y_1_3_2,1.0
SCEN64.y_2_3_2,-0.0
SCEN64.z_3_2,0.0
SCEN64.y_1_1_3,1.0
SCEN64.y_2_1_3,-0.0
SCEN64.z_1_3,0.0
SCEN64.y_1_2_3,1.0
SCEN64.y_2_2_3,0.0
SCEN64.z_2_3,0.0
SCEN64.y_1_3_3,0.0
SCEN64.y_2_3_3,1.0
SCEN64.z_3_3,0.0
SCEN65.x_1_1,0.9985949999999999
SCEN65.u_1_1,1.0
SCEN65.x_2_1,1.0
SCEN65.u_2_1,1.0
SCEN65.x_1_2,1.0
SCEN65.u_1_2,1.0
SCEN65.x_2_2,0.49557000000000007
SCEN65.u_2_2,1.0
SCEN65.x_1_3,0.8430249999999999
SCEN65.u_1_3,1.0
SCEN65.x_2_3,0.0
SCEN65.u_2_3,0.0
SCEN65.y_1_1_1,1.0
SCEN65.y_2_1_1,0.0
SCEN65.z_1_1,0.0
SCEN65.y_1_2_1,0.0
SCEN65.y_2_2_1,0.0
SCEN65.z_2_1,1.0
SCEN65.y_1_3_1,-0.0
SCEN65.y_2_3_1,1.0
SCEN65.z_3_1,0.0
SCEN65.y_1_1_2,-0.0
SCEN65.y_2_1_2,0.0
SCEN65.z_1_2,1.0
SCEN65.y_1_2_2,0.0
SCEN65.y_2_2_2,1.0
SCEN65.z_2_2,0.0
SCEN65.y_1_3_2,1.0
SCEN65.y_2_3_2,-0.0
SCEN65.z_3_2,0.0
SCEN65.y_1_1_3,1.0
SCEN65.y_2_1_3,0.0
SCEN65.z_1_3,0.0
SCEN65.y_1_2_3,1.0
SCEN65.y_2_2_3,0.0
SCEN65.z_2_3,0.0
SCEN65.y_1_3_3,0.0
SCEN65.y_2_3_3,1.0
SCEN65.z_3_3,0.0
SCEN66.x_1_1,0.9985949999999999
SCEN66.u_1_1,1.0
SCEN66.x_2_1,1.0
SCEN66.u_2_1,1.0
SCEN66.x_1_2,1.0
SCEN66.u_1_2,1.0
SCEN66.x_2_2,0.49557000000000007
SCEN66.u_2_2,1.0
SCEN66.x_1_3,0.8430249999999999
SCEN66.u_1_3,1.0
SCEN66.x_2_3,0.0
SCEN66.u_2_3,0.0
SCEN66.y_1_1_1,-0.0
SCEN66.y_2_1_1,1.0
SCEN66.z_1_1,0.0
SCEN66.y_1_2_1,0.0
SCEN66.y_2_2_1,0.0
SCEN66.z_2_1,1.0
SCEN66.y_1_3_1,0.0
SCEN66.y_2_3_1,0.0
SCEN66.z_3_1,1.0
SCEN66.y_1_1_2,1.0
SCEN66.y_2_1_2,-0.0
SCEN66.z_1_2,0.0
SCEN66.y_1_2_2,1.0
SCEN66.y_2_2_2,-0.0
SCEN66.z_2_2,0.0
SCEN66.y_1_3_2,0.0
SCEN66.y_2_3_2,1.0
SCEN66.z_3_2,0.0
SCEN66.y_1_1_3,1.0
SCEN66.y_2_1_3,-0.0
SCEN66.z_1_3,0.0
SCEN66.y_1_2_3,1.0
SCEN66.y_2_2_3,0.0
SCEN66.z_2_3,0.0
SCEN66.y_1_3_3,-0.0
SCEN66.y_2_3_3,1.0
SCEN66.z_3_3,0.0
SCEN67.x_1_1,0.9985949999999999
SCEN67.u_1_1,1.0
SCEN67.x_2_1,1.0
SCEN67.u_2_1,1.0
SCEN67.x_1_2,1.0
SCEN67.u_1_2,1.0
SCEN67.x_2_2,0.49557000000000007
SCEN67.u_2_2,1.0
SCEN67.x_1_3,0.8430249999999999
SCEN67.u_1_3,1.0
SCEN67.x_2_3,0.0
SCEN67.u_2_3,0.0
SCEN67.y_1_1_1,0.0
SCEN67.y_2_1_1,0.0
SCEN67.z_1_1,1.0
SCEN67.y_1_2_1,0.0
SCEN67.y_2_2_1,0.0
SCEN67.z_2_1,1.0
SCEN67.y_1_3_1,-0.0
SCEN67.y_2_3_1,1.0
SCEN67.z_3_1,0.0
SCEN67.y_1_1_2,-0.0
SCEN67.y_2_1_2,1.0
SCEN67.z_1_2,0.0
SCEN67.y_1_2_2,1.0
SCEN67.y_2_2_2,0.0
SCEN67.z_2_2,0.0
SCEN67.y_1_3_2,1.0
SCEN67.y_2_3_2,-0.0
SCEN67.z_3_2,0.0
SCEN67.y_1_1_3,1.0
SCEN67.y_2_1_3,-0.0
SCEN67.z_1_3,0.0
SCEN67.y_1_2_3,1.0
SCEN67.y_2_2_3,0.0
SCEN67.z_2_3,0.0
SCEN67.y_1_3_3,-0.0
SCEN67.y_2_3_3,1.0
SCEN67.z_3_3,0.0
SCEN68.x_1_1,0.9985949999999999
SCEN68.u_1_1,1.0
SCEN68.x_2_1,1.0
SCEN68.u_2_1,1.0
SCEN68.x_1_2,1.0
SCEN68.u_1_2,1.0
SCEN68.x_2_2,0.49557000000000007
SCEN68.u_2_2,1.0
SCEN68.x_1_3,0.8430249999999999
SCEN68.u_1_3,1.0
SCEN68.x_2_3,0.0
SCEN68.u_2_3,0.0
SCEN68.y_1_1_1,1.0
SCEN68.y_2_1_1,0.0
SCEN68.z_1_1,0.0
SCEN68.y_1_2_1,-0.0
SCEN68.y_2_2_1,-0.0
SCEN68.z_2_1,1.0
SCEN68.y_1_3_1,0.0
SCEN68.y_2_3_1,1.0
SCEN68.z_3_1,0.0
SCEN68.y_1_1_2,0.0
SCEN68.y_2_1_2,-0.0
SCEN68.z_1_2,1.0
SCEN68.y_1_2_2,0.0
SCEN68.y_2_2_2,1.0
SCEN68.z_2_2,0.0
SCEN68.y_1_3_2,1.0
SCEN68.y_2_3_2,0.0
SCEN68.z_3_2,0.0
SCEN68.y_1_1_3,1.0
SCEN68.y_2_1_3,0.0
SCEN68.z_1_3,0.0
SCEN68.y_1_2_3,1.0
SCEN68.y_2_2_3,0.0
SCEN68.z_2_3,0.0
SCEN68.y_1_3_3,-0.0
SCEN68.y_2_3_3,1.0
SCEN68.z_3_3,0.0
SCEN69.x_1_1,0.9985949999999999
SCEN69.u_1_1,1.0
SCEN69.x_2_1,1.0
SCEN69.u_2_1,1.0
SCEN69.x_1_2,1.0
SCEN69.u_1_2,1.0
SCEN69.x_2_2,0.49557000000000007
SCEN69.u_2_2,1.0
SCEN69.x_1_3,0.8430249999999999
SCEN69.u_1_3,1.0
SCEN69.x_2_3,0.0
SCEN69.u_2_3,0.0
SCEN69.y_1_1_1,0.0
SCEN69.y_2_1_1,0.0
SCEN69.z_1_1,1.0
SCEN69.y_1_2_1,-0.0
SCEN69.y_2_2_1,1.0
SCEN69.z_2_1,0.0
SCEN69.y_1_3_1,0.0
SCEN69.y_2_3_1,0.0
SCEN69.z_3_1,1.0
SCEN69.y_1_1_2,-0.0
SCEN69.y_2_1_2,0.0
SCEN69.z_1_2,1.0
SCEN69.y_1_2_2,0.0
SCEN69.y_2_2_2,1.0
SCEN69.z_2_2,0.0
SCEN69.y_1_3_2,1.0
SCEN69.y_2_3_2,0.0
SCEN69.z_3_2,0.0
SCEN69.y_1_1_3,1.0
SCEN69.y_2_1_3,0.0
SCEN69.z_1_3,0.0
SCEN69.y_1_2_3,1.0
SCEN69.y_2_2_3,0.0
SCEN69.z_2_3,0.0
SCEN69.y_1_3_3,-0.0
SCEN69.y_2_3_3,1.0
SCEN69.z_3_3,0.0
SCEN70.x_1_1,0.9985949999999999
SCEN70.u_1_1,1.0
SCEN70.x_2_1,1.0
SCEN70.u_2_1,1.0
SCEN70.x_1_2,1.0
SCEN70.u_1_2,1.0
SCEN70.x_2_2,0.49557000000000007
SCEN70.u_2_2,1.0
SCEN70.x_1_3,0.8430249999999999
SCEN70.u_1_3,1.0
SCEN70.x_2_3,0.0
SCEN70.u_2_3,0.0
SCEN70.y_1_1_1,0.0
SCEN70.y_2_1_1,0.0
SCEN70.z_1_1,1.0
SCEN70.y_1_2_1,-0.0
SCEN70.y_2_2_1,1.0
SCEN70.z_2_1,0.0
SCEN70.y_1_3_1,1.0
SCEN70.y_2_3_1,0.0
SCEN70.z_3_1,0.0
SCEN70.y_1_1_2,-0.0
SCEN70.y_2_1_2,1.0
SCEN70.z_1_2,0.0
SCEN70.y_1_2_2,1.0
SCEN70.y_2_2_2,0.0
SCEN70.z_2_2,0.0
SCEN70.y_1_3_2,1.0
SCEN70.y_2_3_2,-0.0
SCEN70.z_3_2,0.0
SCEN70.y_1_1_3,1.0
SCEN70.y_2_1_3,-0.0
SCEN70.z_1_3,0.0
SCEN70.y_1_2_3,1.0
SCEN70.y_2_2_3,0.0
SCEN70.z_2_3,0.0
SCEN70.y_1_3_3,0.0
SCEN70.y_2_3_3,1.0
SCEN70.z_3_3,0.0
SCEN71.x_1_1,0.9985949999999999
SCEN71.u_1_1,1.0
SCEN71.x_2_1,1.0
SCEN71.u_2_1,1.0
SCEN71.x_1_2,1.0
SCEN71.u_1_2,1.0
SCEN71.x_2_2,0.49557000000000007
SCEN71.u_2_2,1.0
SCEN71.x_1_3,0.8430249999999999
SCEN71.u_1_3,1.0
SCEN71.x_2_3,0.0
SCEN71.u_2_3,0.0
SCEN71.y_1_1_1,1.0
SCEN71.y_2_1_1,0.0
SCEN71.z_1_1,0.0
SCEN71.y_1_2_1,0.0
SCEN71.y_2_2_1,0.0
SCEN71.z_2_1,1.0
SCEN71.y_1_3_1,-0.0
SCEN71.y_2_3_1,1.0
SCEN71.z_3_1,0.0
SCEN71.y_1_1_2,-0.0
SCEN71.y_2_1_2,1.0
SCEN71.z_1_2,0.0
SCEN71.y_1_2_2,1.0
SCEN71.y_2_2_2,0.0
SCEN71.z_2_2,0.0
SCEN71.y_1_3_2,1.0
SCEN71.y_2_3_2,-0.0
SCEN71.z_3_2,0.0
SCEN71.y_1_1_3,1.0
SCEN71.y_2_1_3,-0.0
SCEN71.z_1_3,0.0
SCEN71.y_1_2_3,1.0
SCEN71.y_2_2_3,0.0
SCEN71.z_2_3,0.0
SCEN71.y_1_3_3,0.0
SCEN71.y_2_3_3,1.0
SCEN71.z_3_3,0.0
SCEN72.x_1_1,0.9985949999999999
SCEN72.u_1_1,1.0
SCEN72.x_2_1,1.0
SCEN72.u_2_1,1.0
SCEN72.x_1_2,1.0
SCEN72.u_1_2,1.0
SCEN72.x_2_2,0.49557000000000007
SCEN72.u_2_2,1.0
SCEN72.x_1_3,0.8430249999999999
SCEN72.u_1_3,1.0
SCEN72.x_2_3,0.0
SCEN72.u_2_3,0.0
SCEN72.y_1_1_1,0.0
SCEN72.y_2_1_1,0.0
SCEN72.z_1_1,1.0
SCEN72.y_1_2_1,0.0
SCEN72.y_2_2_1,0.0
SCEN72.z_2_1,1.0
SCEN72.y_1_3_1,0.0
SCEN72.y_2_3_1,0.0
SCEN72.z_3_1,1.0
SCEN72.y_1_1_2,-0.0
SCEN72.y_2_1_2,1.0
SCEN72.z_1_2,0.0
SCEN72.y_1_2_2,1.0
SCEN72.y_2_2_2,0.0
SCEN72.z_2_2,0.0
SCEN72.y_1_3_2,1.0
SCEN72.y_2_3_2,-0.0
SCEN72.z_3_2,0.0
SCEN72.y_1_1_3,1.0
SCEN72.y_2_1_3,-0.0
SCEN72.z_1_3,0.0
SCEN72.y_1_2_3,1.0
SCEN72.y_2_2_3,0.0
SCEN72.z_2_3,0.0
SCEN72.y_1_3_3,-0.0
SCEN72.y_2_3_3,1.0
SCEN72.z_3_3,0.0
SCEN73.x_1_1,0.9985949999999999
SCEN73.u_1_1,1.0
SCEN73.x_2_1,1.0
SCEN73.u_2_1,1.0
SCEN73.x_1_2,1.0
SCEN73.u_1_2,1.0
SCEN73.x_2_2,0.49557000000000007
SCEN73.u_2_2,1.0
SCEN73.x_1_3,0.8430249999999999
SCEN73.u_1_3,1.0
SCEN73.x_2_3,0.0
SCEN73.u_2_3,0.0
SCEN73.y_1_1_1,1.0
SCEN73.y_2_1_1,0.0
SCEN73.z_1_1,0.0
SCEN73.y_1_2_1,0.0
SCEN73.y_2_2_1,0.0
SCEN73.z_2_1,1.0
SCEN73.y_1_3_1,-0.0
SCEN73.y_2_3_1,1.0
SCEN73.z_3_1,0.0
SCEN73.y_1_1_2,-0.0
SCEN73.y_2_1_2,1.0
SCEN73.z_1_2,0.0
SCEN73.y_1_2_2,1.0
SCEN73.y_2_2_2,0.0
SCEN73.z_2_2,0.0
SCEN73.y_1_3_2,1.0
SCEN73.y_2_3_2,-0.0
SCEN73.z_3_2,0.0
SCEN73.y_1_1_3,1.0
SCEN73.y_2_1_3,0.0
SCEN73.z_1_3,0.0
SCEN73.y_1_2_3,1.0
SCEN73.y_2_2_3,0.0
SCEN73.z_2_3,0.0
SCEN73.y_1_3_3,0.0
SCEN73.y_2_3_3,1.0
SCEN73.z_3_3,0.0
SCEN74.x_1_1,0.9985949999999999
SCEN74.u_1_1,1.0
SCEN74.x_2_1,1.0
SCEN74.u_2_1,1.0
SCEN74.x_1_2,1.0
SCEN74.u_1_2,1.0
SCEN74.x_2_2,0.49557000000000007
SCEN74.u_2_2,1.0
SCEN74.x_1_3,0.8430249999999999
SCEN74.u_1_3,1.0
SCEN74.x_2_3,0.0
SCEN74.u_2_3,0.0
SCEN74.y_1_1_1,0.0
SCEN74.y_2_1_1,0.0
SCEN74.z_1_1,1.0
SCEN74.y_1_2_1,-0.0
SCEN74.y_2_2_1,1.0
SCEN74.z_2_1,0.0
SCEN74.y_1_3_1,1.0
SCEN74.y_2_3_1,0.0
SCEN74.z_3_1,0.0
SCEN74.y_1_1_2,-0.0
SCEN74.y_2_1_2,1.0
SCEN74.z_1_2,0.0
SCEN74.y_1_2_2,1.0
SCEN74.y_2_2_2,0.0
SCEN74.z_2_2,0.0
SCEN74.y_1_3_2,1.0
SCEN74.y_2_3_2,-0.0
SCEN74.z_3_2,0.0
SCEN74.y_1_1_3,1.0
SCEN74.y_2_1_3,-0.0
SCEN74.z_1_3,0.0
SCEN74.y_1_2_3,1.0
SCEN74.y_2_2_3,0.0
SCEN74.z_2_3,0.0
SCEN74.y_1_3_3,-0.0
SCEN74.y_2_3_3,1.0
SCEN74.z_3_3,0.0
SCEN75.x_1_1,0.9985949999999999
SCEN75.u_1_1,1.0
SCEN75.x_2_1,1.0
SCEN75.u_2_1,1.0
SCEN75.x_1_2,1.0
SCEN75.u_1_2,1.0
SCEN75.x_2_2,0.49557000000000007
SCEN75.u_2_2,1.0
SCEN75.x_1_3,0.8430249999999999
SCEN75.u_1_3,1.0
SCEN75.x_2_3,0.0
SCEN75.u_2_3,0.0
SCEN75.y_1_1_1,0.0
SCEN75.y_2_1_1,0.0
SCEN75.z_1_1,1.0
SCEN75.y_1_2_1,-0.0
SCEN75.y_2_2_1,1.0
SCEN75.z_2_1,0.0
SCEN75.y_1_3_1,0.0
SCEN75.y_2_3_1,0.0
SCEN75.z_3_1,1.0
SCEN75.y_1_1_2,-0.0
SCEN75.y_2_1_2,1.0
SCEN75.z_1_2,0.0
SCEN75.y_1_2_2,-0.0
SCEN75.y_2_2_2,1.0
SCEN75.z_2_2,0.0
SCEN75.y_1_3_2,1.0
SCEN75.y_2_3_2,-0.0
SCEN75.z_3_2,0.0
SCEN75.y_1_1_3,1.0
SCEN75.y_2_1_3,-0.0
SCEN75.z_1_3,0.0
SCEN75.y_1_2_3,1.0
SCEN75.y_2_2_3,0.0
SCEN75.z_2_3,0.0
SCEN75.y_1_3_3,-0.0
SCEN75.y_2_3_3,1.0
SCEN75.z_3_3,0.0
SCEN76.x_1_1,0.9985949999999999
SCEN76.u_1_1,1.0
SCEN76.x_2_1,1.0
SCEN76.u_2_1,1.0
SCEN76.x_1_2,1.0
SCEN76.u_1_2,1.0
SCEN76.x_2_2,0.49557000000000007
SCEN76.u_2_2,1.0
SCEN76.x_1_3,0.8430249999999999
SCEN76.u_1_3,1.0
SCEN76.x_2_3,0.0
SCEN76.u_2_3,0.0
SCEN76.y_1_1_1,0.0
SCEN76.y_2_1_1,0.0
SCEN76.z_1_1,1.0
SCEN76.y_1_2_1,0.0
SCEN76.y_2_2_1,0.0
SCEN76.z_2_1,1.0
SCEN76.y_1_3_1,-0.0
SCEN76.y_2_3_1,1.0
SCEN76.z_3_1,0.0
SCEN76.y_1_1_2,0.0
SCEN76.y_2_1_2,1.0
SCEN76.z_1_2,0.0
SCEN76.y_1_2_2,1.0
SCEN76.y_2_2_2,0.0
SCEN76.z_2_2,0.0
SCEN76.y_1_3_2,1.0
SCEN76.y_2_3_2,-0.0
SCEN76.z_3_2,0.0
SCEN76.y_1_1_3,1.0
SCEN76.y_2_1_3,-0.0
SCEN76.z_1_3,0.0
SCEN76.y_1_2_3,1.0
SCEN76.y_2_2_3,0.0
SCEN76.z_2_3,0.0
SCEN76.y_1_3_3,-0.0
SCEN76.y_2_3_3,1.0
SCEN76.z_3_3,0.0
SCEN77.x_1_1,0.9985949999999999
SCEN77.u_1_1,1.0
SCEN77.x_2_1,1.0
SCEN77.u_2_1,1.0
SCEN77.x_1_2,1.0
SCEN77.u_1_2,1.0
SCEN77.x_2_2,0.49557000000000007
SCEN77.u_2_2,1.0
SCEN77.x_1_3,0.8430249999999999
SCEN77.u_1_3,1.0
SCEN77.x_2_3,0.0
SCEN77.u_2_3,0.0
SCEN77.y_1_1_1,-0.0
SCEN77.y_2_1_1,1.0
SCEN77.z_1_1,0.0
SCEN77.y_1_2_1,0.0
SCEN77.y_2_2_1,0.0
SCEN77.z_2_1,1.0
SCEN77.y_1_3_1,0.0
SCEN77.y_2_3_1,0.0
SCEN77.z_3_1,1.0
SCEN77.y_1_1_2,-0.0
SCEN77.y_2_1_2,1.0
SCEN77.z_1_2,0.0
SCEN77.y_1_2_2,1.0
SCEN77.y_2_2_2,-0.0
SCEN77.z_2_2,0.0
SCEN77.y_1_3_2,0.0
SCEN77.y_2_3_2,1.0
SCEN77.z_3_2,0.0
SCEN77.y_1_1_3,1.0
SCEN77.y_2_1_3,-0.0
SCEN77.z_1_3,0.0
SCEN77.y_1_2_3,1.0
SCEN77.y_2_2_3,0.0
SCEN77.z_2_3,0.0
SCEN77.y_1_3_3,-0.0
SCEN77.y_2_3_3,1.0
SCEN77.z_3_3,0.0
SCEN78.x_1_1,0.9985949999999999
SCEN78.u_1_1,1.0
SCEN78.x_2_1,1.0
SCEN78.u_2_1,1.0
SCEN78.x_1_2,1.0
SCEN78.u_1_2,1.0
SCEN78.x_2_2,0.49557000000000007
SCEN78.u_2_2,1.0
SCEN78.x_1_3,0.8430249999999999
SCEN78.u_1_3,1.0
SCEN78.x_2_3,0.0
SCEN78.u_2_3,0.0
SCEN78.y_1_1_1,0.0
SCEN78.y_2_1_1,0.0
SCEN78.z_1_1,1.0
SCEN78.y_1_2_1,-0.0
SCEN78.y_2_2_1,1.0
SCEN78.z_2_1,0.0
SCEN78.y_1_3_1,0.0
SCEN78.y_2_3_1,0.0
SCEN78.z_3_1,1.0
SCEN78.y_1_1_2,-0.0
SCEN78.y_2_1_2,0.0
SCEN78.z_1_2,1.0
SCEN78.y_1_2_2,0.0
SCEN78.y_2_2_2,1.0
SCEN78.z_2_2,0.0
SCEN78.y_1_3_2,1.0
SCEN78.y_2_3_2,-0.0
SCEN78.z_3_2,0.0
SCEN78.y_1_1_3,1.0
SCEN78.y_2_1_3,-0.0
SCEN78.z_1_3,0.0
SCEN78.y_1_2_3,1.0
SCEN78.y_2_2_3,0.0
SCEN78.z_2_3,0.0
SCEN78.y_1_3_3,-0.0
SCEN78.y_2_3_3,1.0
SCEN78.z_3_3,0.0
SCEN79.x_1_1,0.9985949999999999
SCEN79.u_1_1,1.0
SCEN79.x_2_1,1.0
SCEN79.u_2_1,1.0
SCEN79.x_1_2,1.0
SCEN79.u_1_2,1.0
SCEN79.x_2_2,0.49557000000000007
SCEN79.u_2_2,1.0
SCEN79.x_1_3,0.8430249999999999
SCEN79.u_1_3,1.0
SCEN79.x_2_3,0.0
SCEN79.u_2_3,0.0
SCEN79.y_1_1_1,0.0
SCEN79.y_2_1_1,0.0
SCEN79.z_1_1,1.0
SCEN79.y_1_2_1,-0.0
SCEN79.y_2_2_1,1.0
SCEN79.z_2_1,0.0
SCEN79.y_1_3_1,0.0
SCEN79.y_2_3_1,0.0
SCEN79.z_3_1,1.0
SCEN79.y_1_1_2,-0.0
SCEN79.y_2_1_2,1.0
SCEN79.z_1_2,0.0
SCEN79.y_1_2_2,-0.0
SCEN79.y_2_2_2,1.0
SCEN79.z_2_2,0.0
SCEN79.y_1_3_2,1.0
SCEN79.y_2_3_2,-0.0
SCEN79.z_3_2,0.0
SCEN79.y_1_1_3,1.0
SCEN79.y_2_1_3,-0.0
SCEN79.z_1_3,0.0
SCEN79.y_1_2_3,1.0
SCEN79.y_2_2_3,0.0
SCEN79.z_2_3,0.0
SCEN79.y_1_3_3,-0.0
SCEN79.y_2_3_3,1.0
SCEN79.z_3_3,0.0
SCEN80.x_1_1,0.9985949999999999
SCEN80.u_1_1,1.0
SCEN80.x_2_1,1.0
SCEN80.u_2_1,1.0
SCEN80.x_1_2,1.0
SCEN80.u_1_2,1.0
SCEN80.x_2_2,0.49557000000000007
SCEN80.u_2_2,1.0
SCEN80.x_1_3,0.8430249999999999
SCEN80.u_1_3,1.0
SCEN80.x_2_3,0.0
SCEN80.u_2_3,0.0
SCEN80.y_1_1_1,1.0
SCEN80.y_2_1_1,0.0
SCEN80.z_1_1,0.0
SCEN80.y_1_2_1,-0.0
SCEN80.y_2_2_1,-0.0
SCEN80.z_2_1,1.0
SCEN80.y_1_3_1,0.0
SCEN80.y_2_3_1,1.0
SCEN80.z_3_1,0.0
SCEN80.y_1_1_2,-0.0
SCEN80.y_2_1_2,0.0
SCEN80.z_1_2,1.0
SCEN80.y_1_2_2,0.0
SCEN80.y_2_2_2,1.0
SCEN80.z_2_2,0.0
SCEN80.y_1_3_2,1.0
SCEN80.y_2_3_2,-0.0
SCEN80.z_3_2,0.0
SCEN80.y_1_1_3,1.0
SCEN80.y_2_1_3,0.0
SCEN80.z_1_3,0.0
SCEN80.y_1_2_3,1.0
SCEN80.y_2_2_3,0.0
SCEN80.z_2_3,0.0
SCEN80.y_1_3_3,0.0
SCEN80.y_2_3_3,1.0
SCEN80.z_3_3,0.0
SCEN81.x_1_1,0.9985949999999999
SCEN81.u_1_1,1.0
SCEN81.x_2_1,1.0
SCEN81.u_2_1,1.0
SCEN81.x_1_2,1.0
SCEN81.u_1_2,1.0
SCEN81.x_2_2,0.49557000000000007
SCEN81.u_2_2,1.0
SCEN81.x_1_3,0.8430249999999999
SCEN81.u_1_3,1.0
SCEN81.x_2_3,0.0
SCEN81.u_2_3,0.0
SCEN81.y_1_1_1,0.0
SCEN81.y_2_1_1,0.0
SCEN81.z_1_1,1.0
SCEN81.y_1_2_1,-0.0
SCEN81.y_2_2_1,1.0
SCEN81.z_2_1,0.0
SCEN81.y_1_3_1,1.0
SCEN81.y_2_3_1,0.0
SCEN81.z_3_1,0.0
SCEN81.y_1_1_2,-0.0
SCEN81.y_2_1_2,1.0
SCEN81.z_1_2,0.0
SCEN81.y_1_2_2,1.0
SCEN81.y_2_2_2,0.0
SCEN81.z_2_2,0.0
SCEN81.y_1_3_2,1.0
SCEN81.y_2_3_2,-0.0
SCEN81.z_3_2,0.0
SCEN81.y_1_1_3,1.0
SCEN81.y_2_1_3,-0.0
SCEN81.z_1_3,0.0
SCEN81.y_1_2_3,1.0
SCEN81.y_2_2_3,0.0
SCEN81.z_2_3,0.0
SCEN81.y_1_3_3,-0.0
SCEN81.y_2_3_3,1.0
SCEN81.z_3_3,0.0
SCEN82.x_1_1,0.9985949999999999
SCEN82.u_1_1,1.0
SCEN82.x_2_1,1.0
SCEN82.u_2_1,1.0
SCEN82.x_1_2,1.0
SCEN82.u_1_2,1.0
SCEN82.x_2_2,0.49557000000000007
SCEN82.u_2_2,1.0
SCEN82.x_1_3,0.8430249999999999
SCEN82.u_1_3,1.0
SCEN82.x_2_3,0.0
SCEN82.u_2_3,0.0
SCEN82.y_1_1_1,0.0
SCEN82.y_2_1_1,0.0
SCEN82.z_1_1,1.0
SCEN82.y_1_2_1,-0.0
SCEN82.y_2_2_1,1.0
SCEN82.z_2_1,0.0
SCEN82.y_1_3_1,0.0
SCEN82.y_2_3_1,0.0
SCEN82.z_3_1,1.0
SCEN82.y_1_1_2,-0.0
SCEN82.y_2_1_2,1.0
SCEN82.z_1_2,0.0
SCEN82.y_1_2_2,1.0
SCEN82.y_2_2_2,0.0
SCEN82.z_2_2,0.0
SCEN82.y_1_3_2,1.0
SCEN82.y_2_3_2,0.0
SCEN82.z_3_2,0.0
SCEN82.y_1_1_3,1.0
SCEN82.y_2_1_3,-0.0
SCEN82.z_1_3,0.0
SCEN82.y_1_2_3,1.0
SCEN82.y_2_2_3,0.0
SCEN82.z_2_3,0.0
SCEN82.y_1_3_3,-0.0
SCEN82.y_2_3_3,1.0
SCEN82.z_3_3,0.0
SCEN83.x_1_1,0.9985949999999999
SCEN83.u_1_1,1.0
SCEN83.x_2_1,1.0
SCEN83.u_2_1,1.0
SCEN83.x_1_2,1.0
SCEN83.u_1_2,1.0
SCEN83.x_2_2,0.49557000000000007
SCEN83.u_2_2,1.0
SCEN83.x_1_3,0.8430249999999999
SCEN83.u_1_3,1.0
SCEN83.x_2_3,0.0
SCEN83.u_2_3,0.0
SCEN83.y_1_1_1,1.0
SCEN83.y_2_1_1,0.0
